#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-08T17:48:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r=  10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>=5
#-out=Gmag
#Gmag=>17
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657677318564704128|084.63592367321| 0.2338|-69.21516947417| 0.2927|4657677318564704128|    0.1695| 0.2451|    1.954| 0.488|    1.550| 0.615| 0.000|17|19.1658|0.0058|17.8998|       |
Gaia DR2 4657677318564796672|084.63288040666| 1.3581|-69.21486119135| 2.2943|4657677318564796672|          |       |         |      |         |      | 0.000| 8|21.0862|0.0225|       |       |
Gaia DR2 4657677318564703104|084.63255051279| 0.3485|-69.22489505923| 0.4527|4657677318564703104|   -0.4515| 0.3670|    1.954| 0.739|    0.871| 0.926| 0.973|17|19.5941|0.0053|17.9451|       |
Gaia DR2 4657677318531263232|084.64128948741| 0.1103|-69.22675176541| 0.1357|4657677318531263232|    0.0365| 0.1212|    2.908| 0.211|    0.848| 0.258| 0.448|17|17.8486|0.0024|16.7782|       |
Gaia DR2 4657677318531357696|084.67569550934| 0.5128|-69.22860115046| 0.7051|4657677318531357696|    0.4678| 0.5512|    3.263| 1.088|   -0.504| 1.437| 0.000|17|20.2706|0.0090|       |       |
Gaia DR2 4657677219770878592|084.68179149493| 0.9846|-69.23928740266| 1.1354|4657677219770878592|   -0.6067| 0.9390|    4.021| 1.750|   10.871| 2.242| 0.000|13|20.5505|0.0122|       |       |
Gaia DR2 4657677318564706560|084.64706586300| 0.3961|-69.22598465161| 0.5128|4657677318564706560|    0.0820| 0.3903|    0.121| 0.840|    0.070| 1.033| 0.894|17|19.7390|0.0060|       |       |
Gaia DR2 4657677318564706048|084.64388812333| 0.6215|-69.22282106505| 0.7342|4657677318564706048|    0.8125| 0.6277|    3.190| 1.336|    5.167| 1.619| 0.888|14|20.2915|0.0132|       |       |
Gaia DR2 4657677318531351168|084.67269070360| 0.9666|-69.23717433310| 1.6663|4657677318531351168|   -0.5366| 1.1710|    0.698| 1.890|   -0.888| 3.010| 0.000|11|20.6754|0.0134|       |       |
Gaia DR2 4657677352870642048|084.72048826314| 0.0719|-69.23337703487| 0.0835|4657677352870642048|   -0.1181| 0.0763|    1.833| 0.138|    0.599| 0.157| 0.209|18|17.3605|0.0013|16.3118|       |
Gaia DR2 4657677456003766528|084.65844980225| 1.9769|-69.20039710038| 5.3062|4657677456003766528|          |       |         |      |         |      | 0.000| 8|20.9733|0.0218|       |       |
Gaia DR2 4657677421643918336|084.63278906832| 0.3101|-69.20970998570| 0.4062|4657677421643918336|   -0.2573| 0.3253|   14.705| 0.704|    6.377| 0.878| 0.000|17|19.5549|0.0053|18.1282|       |
Gaia DR2 4657677391569115648|084.68516573203| 1.3060|-69.20436718124| 1.5684|4657677391569115648|          |       |         |      |         |      | 0.000|12|20.7276|0.0180|       |       |
Gaia DR2 4657677456003665920|084.67961537526| 0.4632|-69.20348987385| 0.7033|4657677456003665920|    0.4956| 0.4821|    3.297| 1.050|    2.155| 1.365| 0.000|14|19.9423|0.0083|       |       |
Gaia DR2 4657677421644016896|084.64035147456| 1.7810|-69.21175110725| 2.3984|4657677421644016896|          |       |         |      |         |      | 0.000|10|20.9610|0.0160|       |       |
Gaia DR2 4657677425907309312|084.65844120472| 0.2663|-69.21592739506| 0.3450|4657677425907309312|    0.1250| 0.2744|    2.422| 0.604|    1.129| 0.695| 0.594|17|19.2174|0.0044|17.6495|       |
Gaia DR2 4657677357209392000|084.71701974556| 0.4698|-69.23401153553| 0.6036|4657677357209392000|   -0.3060| 0.5087|    2.220| 0.973|    1.895| 1.332| 0.000|17|20.1202|0.0071|       |       |
Gaia DR2 4657677421644014720|084.63664979875| 0.9218|-69.20607847309| 1.1391|4657677421644014720|    0.4448| 0.9100|    3.298| 2.089|   -0.061| 2.502| 0.000|15|20.6388|0.0113|       |       |
Gaia DR2 4657677421590126848|084.67391581585| 0.0854|-69.21406855877| 0.0994|4657677421590126848|    0.1675| 0.0908|    1.853| 0.179|    0.553| 0.195| 0.000|18|17.7006|0.0018|16.6017|       |
Gaia DR2 4657677421643952640|084.63397962974| 0.1646|-69.20565267974| 0.2236|4657677421643952640|    0.0160| 0.1751|    2.729| 0.358|    2.154| 0.445| 0.000|17|18.6905|0.0033|17.5174|       |
Gaia DR2 4657677421643952512|084.63410821454| 0.7328|-69.20351747125| 0.9959|4657677421643952512|   -0.8449| 0.6938|    4.082| 1.870|    1.665| 2.167| 0.000|14|20.5142|0.0106|       |       |
Gaia DR2 4657677456003702528|084.66754563574| 1.0150|-69.19884048984| 1.8051|4657677456003702528|   -1.6336| 1.2309|   11.454| 3.191|    9.529| 4.258| 0.000|14|20.8023|0.0160|       |       |
Gaia DR2 4657677421643953920|084.63676641084| 0.4555|-69.21435372722| 0.5260|4657677421643953920|   -0.3261| 0.4711|   -1.133| 0.831|   -1.461| 1.126| 0.000|16|19.9090|0.0081|       |       |
Gaia DR2 4657677352924432256|084.67979494263| 0.1450|-69.22401392972| 0.1749|4657677352924432256|    2.3762| 0.1560|   18.435| 0.286|   18.130| 0.342| 0.722|18|18.3130|0.0029|16.7516|       |
Gaia DR2 4657677421643963392|084.66693405962| 0.5231|-69.22108274908| 0.6970|4657677421643963392|    0.5538| 0.5325|    2.588| 1.190|   -1.378| 1.507| 0.000|16|20.2322|0.0080|       |       |
Gaia DR2 4657677421591704832|084.63096905745| 0.1202|-69.21168243750| 0.1576|4657677421591704832|   -0.1709| 0.1315|    0.644| 0.263|    0.724| 0.338| 0.000|18|18.1558|0.0026|17.6270|       |
Gaia DR2 4657677456003699584|084.65783479065| 0.4270|-69.20254976799| 0.5583|4657677456003699584|    0.4114| 0.4577|    1.546| 1.013|    1.127| 1.224| 0.000|16|19.9669|0.0081|18.3120|       |
Gaia DR2 4657677425907308288|084.65462263551| 0.7508|-69.21943158255| 1.4763|4657677425907308288|    0.4051| 0.6323|    3.258| 1.641|    1.905| 2.758| 0.000|10|20.2954|0.0112|       |       |
Gaia DR2 4657677456003699200|084.65703304163| 1.0115|-69.19759914696| 1.1897|4657677456003699200|   -0.4505| 1.0077|   -0.435| 2.224|    3.280| 2.671| 0.000|14|20.6647|0.0120|       |       |
Gaia DR2 4657677456003698816|084.65558325365| 1.4007|-69.20053950632| 2.0103|4657677456003698816|    0.4682| 1.0836|    6.877| 3.131|    5.281| 4.174| 0.000|11|20.6904|0.0135|       |       |
Gaia DR2 4657677456003700480|084.66325727019| 0.6883|-69.20627853396| 1.1175|4657677456003700480|   -0.9389| 0.7600|   -1.359| 1.708|    3.173| 2.529| 0.000|16|20.5370|0.0102|       |       |
Gaia DR2 4657677421610495488|084.64786290561| 0.2832|-69.21002692874| 0.3868|4657677421610495488|   -0.1320| 0.2948|    2.451| 0.645|   -0.230| 0.761| 0.000|16|19.4262|0.0047|17.8583|       |
Gaia DR2 4657677357188716160|084.72211557137| 0.6488|-69.23101891120| 0.8071|4657677357188716160|   -0.7442| 0.6256|   -0.410| 1.442|    1.265| 1.829| 0.000|14|20.4596|0.0100|       |       |
Gaia DR2 4657677421643961728|084.65968785885| 1.2645|-69.20960610514| 1.4446|4657677421643961728|   -0.3474| 1.1275|    3.846| 2.423|   -3.836| 3.156| 0.000|13|20.7276|0.0136|       |       |
Gaia DR2 4657677421643923072|084.65343314925| 0.4564|-69.20939997359| 0.6470|4657677421643923072|   -0.1210| 0.4963|    1.381| 1.064|   -0.053| 1.404| 0.000|17|20.1193|0.0086|18.3283|       |
Gaia DR2 4657677456003699712|084.65767164546| 1.3032|-69.20141893544| 1.6901|4657677456003699712|    0.7840| 1.1737|    7.902| 2.698|   -2.232| 3.522| 0.000|11|20.7649|0.0155|       |       |
Gaia DR2 4657677421643922944|084.65237139446| 0.3796|-69.21012696336| 0.5237|4657677421643922944|   -0.1837| 0.4009|    0.610| 0.863|    1.574| 1.068| 0.000|18|19.8666|0.0071|18.3961|       |
Gaia DR2 4657677357187864832|084.70917187967| 0.7719|-69.23045674942| 1.6836|4657677357187864832|          |       |         |      |         |      | 0.000|12|20.5579|0.0111|       |       |
Gaia DR2 4657677421643958656|084.64923507521| 0.7072|-69.21382298279| 1.1058|4657677421643958656|   -0.2637| 0.7455|    1.568| 1.747|   -2.104| 2.366| 0.000|15|20.6216|0.0109|       |       |
Gaia DR2 4657677391569126400|084.71682935103| 0.1454|-69.21769228194| 0.1758|4657677391569126400|   -0.0718| 0.1573|    1.539| 0.305|    0.575| 0.362| 0.757|18|18.2813|0.0025|17.3333|       |
Gaia DR2 4657677421643959808|084.65273387946| 1.2520|-69.21637555342| 1.6462|4657677421643959808|    0.5354| 1.1464|    3.277| 3.105|    0.289| 3.486| 0.000|12|20.8168|0.0155|       |       |
Gaia DR2 4657677460267041408|084.65979434154| 0.5987|-69.20608003368| 1.2842|4657677460267041408|   -0.0613| 0.6944|    0.201| 1.537|    2.649| 3.899| 0.000|11|20.3080|0.0098|       |       |
Gaia DR2 4657677456003697664|084.65166831912| 0.6070|-69.19989467041| 0.8132|4657677456003697664|   -0.4997| 0.6465|    2.980| 1.457|   -0.222| 1.747| 0.000|16|20.3914|0.0096|       |       |
Gaia DR2 4657677456003660544|084.65000965489| 0.4577|-69.19830133344| 0.6468|4657677456003660544|   -0.4139| 0.5053|    2.487| 1.097|    2.848| 1.438| 0.000|17|20.1506|0.0081|       |       |
Gaia DR2 4657677421643956480|084.64275579575| 0.6765|-69.20922114333| 1.0094|4657677421643956480|    0.0909| 0.6803|    2.878| 1.651|    0.806| 2.248| 0.000|14|20.4437|0.0097|       |       |
Gaia DR2 4657677456003696512|084.64646213711| 0.6269|-69.20387417766| 0.9012|4657677456003696512|    1.7190| 0.6492|    4.778| 1.542|   -1.963| 1.884| 0.000|15|20.4254|0.0091|       |       |
Gaia DR2 4657677455948857344|084.66046052553| 0.2584|-69.20047106939| 0.3246|4657677455948857344|   -0.1203| 0.2715|    1.498| 0.580|    1.311| 0.660| 0.000|17|19.3094|0.0049|17.8205|       |
Gaia DR2 4657677421610457600|084.63388508811| 0.2816|-69.21120343254| 0.3613|4657677421610457600|    0.0592| 0.2945|    2.004| 0.642|    1.056| 0.783| 0.000|17|19.4296|0.0047|17.9070|       |
Gaia DR2 4657677387284232448|084.69919746942| 1.6291|-69.20909626569| 3.5426|4657677387284232448|          |       |         |      |         |      | 0.000| 8|20.7804|0.0227|       |       |
Gaia DR2 4657677387284232576|084.69966970927| 0.5872|-69.21342060552| 0.8981|4657677387284232576|   -0.6940| 0.6478|   10.720| 1.463|   -5.895| 2.123| 0.000|16|20.3537|0.0100|       |       |
Gaia DR2 4657677421643918848|084.63533474590| 0.2396|-69.21244556709| 0.2984|4657677421643918848|   -0.0015| 0.2489|    2.272| 0.541|    1.607| 0.634| 0.000|17|19.1663|0.0037|18.2213|       |
Gaia DR2 4657677421644031232|084.66287150869| 0.7453|-69.21769284657| 1.1354|4657677421644031232|   -0.0451| 0.7904|    0.659| 1.636|   -0.817| 2.653| 0.000|15|20.6850|0.0112|       |       |
Gaia DR2 4657677387284233600|084.70313603123| 0.6644|-69.20819360854| 0.9619|4657677387284233600|   -0.0639| 0.6997|    2.359| 1.655|   -2.190| 2.169| 0.000|15|20.4727|0.0113|       |       |
Gaia DR2 4657677387284230272|084.68979523537| 0.6089|-69.20564749332| 0.8665|4657677387284230272|   -0.6578| 0.6488|   -0.562| 1.477|    1.096| 2.288| 0.000|16|20.4022|0.0097|       |       |
Gaia DR2 4657677352891129472|084.68422421721| 0.3444|-69.21877887983| 0.4479|4657677352891129472|   -0.1147| 0.3618|    3.485| 0.778|    1.172| 0.933| 0.000|17|19.6712|0.0064|17.7423|       |
Gaia DR2 4657677352924490496|084.68171967851| 1.0202|-69.21758714952| 1.3456|4657677352924490496|    2.2045| 1.0241|    2.475| 2.298|   -0.592| 3.119| 0.000|12|20.5565|0.0130|       |       |
Gaia DR2 4657677425907314432|084.66359274574| 0.1414|-69.21602958384| 0.1745|4657677425907314432|    0.1624| 0.1502|    1.655| 0.309|    0.580| 0.346| 0.246|18|18.4561|0.0030|17.0324|       |
Gaia DR2 4657677456003660928|084.65172934018| 0.5421|-69.20101418079| 0.7031|4657677456003660928|   -0.2125| 0.5765|    2.997| 1.267|    3.965| 1.547| 0.000|16|20.2582|0.0085|       |       |
Gaia DR2 4657677421643922432|084.65039652095| 0.5115|-69.21154699431| 0.6962|4657677421643922432|   -0.4240| 0.5308|    0.396| 1.288|   -1.247| 1.525| 0.000|16|20.2111|0.0091|       |       |
Gaia DR2 4657677456003705216|084.68016480344| 0.4635|-69.20496578665| 0.6303|4657677456003705216|   -0.2546| 0.5112|    0.122| 1.081|    3.401| 1.439| 0.000|16|20.0593|0.0084|       |       |
Gaia DR2 4657677425907314048|084.65930842484| 2.1004|-69.22016129233| 2.7385|4657677425907314048|          |       |         |      |         |      | 0.000| 8|20.9989|0.0238|       |       |
Gaia DR2 4657677387250941696|084.70607008116| 0.3937|-69.21703150230| 0.5113|4657677387250941696|   -1.1621| 0.4164|    0.267| 0.894|    1.990| 1.089| 0.854|17|19.8175|0.0080|       |       |
Gaia DR2 4657677456003703552|084.67204370481| 0.6606|-69.20923341159| 0.9905|4657677456003703552|    0.6981| 0.7409|    1.684| 1.601|   -1.198| 2.202| 0.619|16|20.4946|0.0110|       |       |
Gaia DR2 4657677391569596800|084.68200571662| 0.7817|-69.20810780960| 1.0139|4657677391569596800|   -0.0745| 0.7669|   -5.922| 2.020|   -7.859| 2.143| 0.865|13|20.5472|0.0124|       |       |
Gaia DR2 4657677421643910016|084.63868860706| 0.1674|-69.21453773245| 0.2114|4657677421643910016|   -0.0896| 0.1780|    1.504| 0.340|    1.037| 0.427| 0.000|18|18.7191|0.0030|17.5531|       |
Gaia DR2 4657677421643964672|084.66932831068| 4.1488|-69.21394145551| 4.1626|4657677421643964672|          |       |         |      |         |      | 0.000| 6|20.9783|0.0319|       |       |
Gaia DR2 4657677357209859328|084.71338803388| 1.1386|-69.23041532531| 1.2673|4657677357209859328|    0.3914| 1.0427|    6.122| 2.440|   -3.431| 3.125| 0.000|13|20.7218|0.0123|       |       |
Gaia DR2 4657677357209642240|084.68897830311| 0.4343|-69.22822871214| 0.5625|4657677357209642240|    0.2275| 0.4402|    3.309| 0.923|    1.663| 1.153| 0.000|17|20.0158|0.0067|       |       |
Gaia DR2 4657677387284303232|084.68627164995| 1.3769|-69.20782814358| 1.1991|4657677387284303232|   -0.3722| 1.0409|    5.792| 2.914|    4.614| 2.890| 0.000|13|20.6158|0.0147|       |       |
Gaia DR2 4657677460289073024|084.67732463969| 1.6326|-69.20436737303| 1.7899|4657677460289073024|   -2.6326| 1.4547|    3.570| 3.639|    4.891| 3.964| 0.723|11|20.8701|0.0199|       |       |
Gaia DR2 4657677425929402496|084.65253663038| 1.2717|-69.21884614451| 2.0632|4657677425929402496|          |       |         |      |         |      | 0.000|10|20.8477|0.0170|       |       |
Gaia DR2 4657677387284173696|084.68566834912| 0.2155|-69.20721889536| 0.2972|4657677387284173696|   -0.1224| 0.2278|    1.929| 0.490|    0.810| 0.604| 0.345|18|19.0305|0.0054|17.8077|       |
Gaia DR2 4657677387231623552|084.68913536356| 0.2309|-69.21531228917| 0.2859|4657677387231623552|    0.2929| 0.2424|    2.002| 0.516|   -0.284| 0.583| 0.000|17|19.1432|0.0044|17.5869|       |
Gaia DR2 4657677352924434816|084.67894230442| 0.2822|-69.21801539272| 0.3638|4657677352924434816|   -0.5328| 0.2980|    1.564| 0.646|    0.834| 0.730| 0.416|17|19.4174|0.0056|17.6244|       |
Gaia DR2 4657677391547584000|084.68034109343| 0.1633|-69.21240532190| 0.2001|4657677391547584000|    0.0056| 0.1730|    1.776| 0.356|   -0.391| 0.398| 0.567|18|18.5786|0.0036|17.1581|       |
Gaia DR2 4657677387284236672|084.72252143591| 1.0348|-69.21704525154| 1.1353|4657677387284236672|   -1.5431| 1.0640|    3.482| 2.333|    0.440| 2.758| 0.000|13|20.7257|0.0134|       |       |
Gaia DR2 4657677387284236416|084.72095331595| 0.6073|-69.21997168250| 0.8950|4657677387284236416|   -0.7377| 0.6475|    0.357| 1.486|    1.147| 2.052| 0.000|15|20.4310|0.0098|       |       |
Gaia DR2 4657677387284237312|084.72599716075| 0.5856|-69.22338624482| 0.8486|4657677387284237312|   -0.5026| 0.6124|    3.349| 1.409|    2.887| 1.983| 0.000|14|20.3558|0.0093|       |       |
Gaia DR2 4657677391547581952|084.68295821477| 0.1090|-69.20599121991| 0.1322|4657677391547581952|    0.1329| 0.1158|    1.433| 0.233|   -0.010| 0.262| 0.000|18|18.0670|0.0024|17.1018|       |
Gaia DR2 4657677352891231744|084.71091895875| 3.4865|-69.23234351472| 3.4194|4657677352891231744|          |       |         |      |         |      | 0.000| 9|21.0060|0.0219|       |       |
Gaia DR2 4657677387284234624|084.71274310568| 1.9237|-69.22166225817| 2.1598|4657677387284234624|          |       |         |      |         |      | 0.000| 9|20.9882|0.0234|       |       |
Gaia DR2 4657677387250946688|084.70744413138| 0.1726|-69.21565787333| 0.2341|4657677387250946688|    0.0373| 0.1855|    2.130| 0.380|    1.082| 0.467| 0.000|17|18.7937|0.0038|17.4625|       |
Gaia DR2 4657677352924436480|084.72196208487| 0.1840|-69.23045640181| 0.2647|4657677352924436480|   -0.0055| 0.2110|    1.533| 0.390|    1.222| 0.515| 0.000|16|18.8786|0.0034|17.7314|       |
Gaia DR2 4657677455970250880|084.65345859301| 0.2635|-69.20649826803| 0.3179|4657677455970250880|   -0.0451| 0.2608|    1.579| 0.618|    0.668| 0.641| 0.000|16|19.2603|0.0046|17.9592|       |
Gaia DR2 4657677352924497152|084.71601165186| 0.8438|-69.22968797552| 1.4534|4657677352924497152|    1.1061| 0.9586|    2.198| 1.767|   -3.592| 3.184| 0.000|13|20.7197|0.0125|       |       |
Gaia DR2 4657677352924498432|084.72332372375| 0.4170|-69.22629026363| 0.5436|4657677352924498432|    0.2188| 0.4385|    0.998| 0.891|    1.663| 1.195| 0.000|16|19.9479|0.0067|18.1867|       |
Gaia DR2 4657677357187857664|084.69465877374| 0.3278|-69.22504562637| 0.5030|4657677357187857664|   -0.0110| 0.3139|    2.229| 0.689|    1.749| 1.029| 0.000|11|19.0830|0.0062|16.9595|       |
Gaia DR2 4657677456003649536|084.66468542065| 0.2766|-69.20183145379| 0.3365|4657677456003649536|    0.0107| 0.2883|    2.052| 0.657|    0.679| 0.683| 0.000|17|19.3538|0.0050|17.8456|       |
Gaia DR2 4657677387284173824|084.68838370208| 0.2117|-69.21426871835| 0.2613|4657677387284173824|   -0.2707| 0.2227|    1.546| 0.474|    0.744| 0.532| 0.000|17|19.0257|0.0046|17.4706|       |
Gaia DR2 4657677455970249856|084.65313790645| 0.3071|-69.20352909367| 0.3934|4657677455970249856|   -0.1359| 0.3231|    1.932| 0.697|    1.569| 0.804| 0.000|17|19.5552|0.0056|17.9204|       |
Gaia DR2 4657677421643909888|084.63372217507| 0.2107|-69.20490083909| 0.2783|4657677421643909888|   -0.2940| 0.2182|    1.578| 0.471|   -0.145| 0.563| 0.000|16|18.9931|0.0037|17.7555|       |
Gaia DR2 4657677387250972288|084.71416011691| 0.4175|-69.21300310631| 0.5823|4657677387250972288|   -0.0331| 0.4662|    2.631| 0.979|    2.602| 1.292| 0.000|17|20.0197|0.0075|       |       |
Gaia DR2 4657677456003658368|084.64018111392| 0.2760|-69.20099236268| 0.3467|4657677456003658368|    1.0492| 0.2869|    1.394| 0.628|    0.111| 0.693| 0.000|17|19.3566|0.0048|18.0340|       |
Gaia DR2 4657677455970294656|084.66926550851| 0.2194|-69.19972734033| 0.2774|4657677455970294656|   -0.2668| 0.2320|    2.523| 0.488|    0.707| 0.555| 0.075|17|19.0630|0.0043|17.6167|       |
Gaia DR2 4657677425928836736|084.64486240319| 0.1711|-69.20504917189| 0.2125|4657677425928836736|   -0.0356| 0.1815|    1.634| 0.382|    0.398| 0.425| 0.000|18|18.7611|0.0031|17.6159|       |
Gaia DR2 4657677456003657728|084.63609440046| 0.3301|-69.19999717899| 0.4450|4657677456003657728|    0.4675| 0.3411|    1.265| 0.767|    3.044| 0.902| 0.000|15|19.5981|0.0053|17.8947|       |
Gaia DR2 4657677456003659648|084.64401355952| 0.6030|-69.19602860373| 0.8242|4657677456003659648|   -0.2515| 0.6244|    3.008| 1.443|    2.435| 1.806| 0.000|16|20.3607|0.0107|       |       |
Gaia DR2 4657677387251005184|084.72515630471| 0.3186|-69.21652402485| 0.4313|4657677387251005184|   -0.1992| 0.3449|    2.797| 0.725|    0.532| 0.882| 0.000|17|19.6105|0.0060|17.6505|       |
Gaia DR2 4657677352924492672|084.69606596377| 0.6121|-69.22720912777| 0.8266|4657677352924492672|   -0.0354| 0.6335|    1.862| 1.327|   -3.938| 1.855| 0.000|16|20.4368|0.0098|       |       |
Gaia DR2 4657677425928834944|084.63999412157| 0.0696|-69.20667232611| 0.0860|4657677425928834944|    0.1470| 0.0732|    1.602| 0.145|    0.318| 0.165| 0.000|17|17.2395|0.0016|16.9429|       |
Gaia DR2 4657677352891268480|084.72601936771| 0.3409|-69.22649557379| 0.4372|4657677352891268480|   -0.0811| 0.3407|    1.471| 0.740|    1.576| 0.914| 0.000|14|19.5916|0.0051|17.9976|       |
Gaia DR2 4657677455970243456|084.65052446666| 0.2352|-69.19936921599| 0.3081|4657677455970243456|    0.5805| 0.2439|    2.397| 0.535|    1.493| 0.622| 0.000|17|19.1299|0.0043|17.7058|       |
Gaia DR2 4657677421643918720|084.63354603126| 0.4069|-69.20265065663| 0.5553|4657677421643918720|   -0.4391| 0.4149|   -0.054| 0.935|    1.950| 1.116| 0.000|16|19.8786|0.0065|18.2101|       |
Gaia DR2 4657677425928831232|084.63249091686| 0.3145|-69.20614805787| 0.4187|4657677425928831232|   -0.4651| 0.3256|    0.921| 0.710|    0.659| 0.911| 0.000|16|19.5123|0.0055|18.3343|       |
Gaia DR2 4657677421643918464|084.63317797037| 0.4086|-69.21270407355| 0.5654|4657677421643918464|    0.0398| 0.4513|    0.500| 0.874|    1.823| 1.274| 0.000|18|19.9846|0.0071|18.2490|       |
Gaia DR2 4657677421643964800|084.66950187785| 0.7558|-69.21265160677| 0.9649|4657677421643964800|   -1.9757| 0.7423|   -0.443| 1.895|    6.623| 2.300| 0.000|15|20.5645|0.0107|       |       |
Gaia DR2 4657677455951444992|084.66944724155| 0.1842|-69.20911846427| 0.2423|4657677455951444992|    0.2759| 0.1953|    0.991| 0.401|    0.151| 0.481| 0.663|18|18.7256|0.0042|17.4233|       |
Gaia DR2 4657677352891202176|084.70509055193| 0.0867|-69.22045542486| 0.1017|4657677352891202176|    0.5540| 0.0920|   -1.667| 0.182|    8.446| 0.201| 0.000|18|17.7066|0.0019|16.6722|       |
Gaia DR2 4657677387231966208|084.69829273869| 0.2306|-69.21490174283| 0.2687|4657677387231966208|   -0.0745| 0.2288|    0.648| 0.521|   -0.450| 0.546| 0.000|16|19.0440|0.0047|17.4993|       |
Gaia DR2 4657677460288581632|084.65874335547| 0.4165|-69.20613319209| 0.5226|4657677460288581632|    0.0301| 0.4202|    3.512| 0.967|   -2.219| 1.081| 0.000|17|19.9066|0.0071|18.1894|       |
Gaia DR2 4657677352924472192|084.71322146823| 4.1218|-69.22340765542|22.4490|4657677352924472192|          |       |         |      |         |      | 0.000| 7|20.3152|0.0127|       |       |
Gaia DR2 4657677352872224768|084.70188465883| 0.1042|-69.22740503484| 0.1249|4657677352872224768|   -0.1143| 0.1103|    1.380| 0.208|    0.726| 0.246| 0.000|18|18.0088|0.0019|16.9893|       |
Gaia DR2 4657677352872224896|084.68249036847| 0.2421|-69.22619862490| 0.3018|4657677352872224896|   -0.0019| 0.2514|    2.269| 0.502|    0.882| 0.608| 0.147|17|19.2197|0.0048|17.4366|       |
