#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-08T18:27:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>=5
#-out=Gmag
#Gmag=<17
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657679654981423488|084.65938304649| 0.0360|-69.10483377468| 0.0371|4657679654981423488|   -0.0027| 0.0361|    1.729| 0.072|    0.919| 0.074| 0.163|17|15.4134|0.0040|14.6208|       |
Gaia DR2 4657679654981423744|084.66034884745| 0.0204|-69.10611321054| 0.0222|4657679654981423744|   -0.1205| 0.0209|    1.676| 0.042|    0.755| 0.044| 0.101|14|13.5420|0.0055|13.2234|       |
Gaia DR2 4657679659290218112|084.66240227947| 0.0978|-69.10531638271| 0.1041|4657679659290218112|    0.2162| 0.1042|    2.164| 0.195|    0.683| 0.205| 0.664|16|16.7789|0.0055|15.1419|       |
Gaia DR2 4657679659311709312|084.68231910236| 0.0793|-69.10610015616| 0.0884|4657679659311709312|    0.4364| 0.0812|    2.302| 0.157|    0.590| 0.170| 0.639|17|16.1750|0.0037|15.3151|       |
Gaia DR2 4657679654981424640|084.66312122933| 0.0191|-69.10591381943| 0.0181|4657679654981424640|    0.0458| 0.0185|    1.699| 0.035|    0.607| 0.034| 0.000|16|13.2226|0.0012|12.7187|       |
Gaia DR2 4657679659290074752|084.69195363155| 0.0378|-69.11562309108| 0.0438|4657679659290074752|    0.0156| 0.0399|    1.803| 0.074|    0.686| 0.085| 0.257|17|15.4992|0.0019|14.9278|       |
Gaia DR2 4657679728031579520|084.59462168556| 0.0534|-69.16160902620| 0.0452|4657679728031579520|   -0.0090| 0.0457|    1.503| 0.109|    0.697| 0.088| 0.000|14|16.1121|0.0022|15.7167|       |
Gaia DR2 4657679796750734208|084.56609715929| 0.0803|-69.15874086991| 0.0792|4657679796750734208|   -0.0647| 0.0769|    1.606| 0.163|    0.980| 0.155| 0.254|14|16.9777|0.0019|16.4977|       |
Gaia DR2 4657679796750732928|084.56710265337| 0.0377|-69.15462773614| 0.0403|4657679796750732928|   -0.0354| 0.0392|    1.679| 0.073|    0.745| 0.079| 0.248|16|15.0744|0.0007|14.9060|       |
Gaia DR2 4657679796750745088|084.58913521541| 0.0428|-69.16355401768| 0.0517|4657679796750745088|   -0.1021| 0.0441|    1.546| 0.086|    0.606| 0.098| 0.000|16|16.1959|0.0017|14.9778|       |
Gaia DR2 4657679728031276288|084.61039731460| 0.0619|-69.16941244417| 0.0698|4657679728031276288|    0.0147| 0.0671|    1.612| 0.117|    0.645| 0.139| 0.000|17|16.7494|0.0019|16.2607|       |
Gaia DR2 4657679693671535616|084.59074833300| 0.0578|-69.17858853720| 0.0665|4657679693671535616|   -0.1209| 0.0613|    1.529| 0.114|    0.472| 0.128| 0.518|18|15.4031|0.0015|14.8739|       |
Gaia DR2 4657679758058148864|084.56669512319| 0.0346|-69.16978529133| 0.0358|4657679758058148864|    0.0343| 0.0337|    1.831| 0.068|    0.905| 0.069| 0.117|17|12.5718|0.0144|11.3027| 288.81| 2.10
Gaia DR2 4657679758058147456|084.56900268024| 0.0555|-69.17251851890| 0.0661|4657679758058147456|   -0.0551| 0.0594|    1.926| 0.113|    0.171| 0.122| 0.306|18|16.6254|0.0244|15.2879|       |
Gaia DR2 4657679792420360448|084.57701943988| 0.0540|-69.15566526074| 0.0644|4657679792420360448|   -0.0085| 0.0542|    1.694| 0.108|    0.662| 0.123| 0.000|15|16.5746|0.0015|15.9401|       |
Gaia DR2 4657679792420359680|084.57188029733| 0.0692|-69.15306301233| 0.0869|4657679792420359680|    0.0611| 0.0718|    1.309| 0.140|    0.807| 0.167| 0.310|15|16.8781|0.0019|16.2788|       |
Gaia DR2 4657679728031285504|084.63864532832| 0.0440|-69.16892813896| 0.0482|4657679728031285504|   -0.0737| 0.0463|    1.624| 0.088|    0.996| 0.092| 0.000|17|16.2951|0.0032|15.1592|       |
Gaia DR2 4657679865470529664|084.62813786589| 0.0411|-69.14086845242| 0.0467|4657679865470529664|    0.0284| 0.0427|    1.562| 0.093|    0.815| 0.086| 0.172|15|15.7379|0.0011|15.4423|       |
Gaia DR2 4657679934189686784|084.59281416229| 0.0323|-69.13078004240| 0.0333|4657679934189686784|    0.0411| 0.0328|    1.571| 0.062|    0.537| 0.064| 0.103|17|15.3432|0.0010|15.0371|       |
Gaia DR2 4657679831110492672|084.62972049675| 0.0696|-69.15344875694| 0.0757|4657679831110492672|   -0.1430| 0.0726|    1.462| 0.145|    0.661| 0.147| 0.167|16|16.9788|0.0022|16.1448|       |
Gaia DR2 4657679934189688064|084.59280860647| 0.0554|-69.13551386692| 0.0630|4657679934189688064|   -0.0230| 0.0592|    1.805| 0.123|    0.881| 0.131| 0.187|16|16.5690|0.0023|16.1190|       |
Gaia DR2 4657679831110499840|084.64097510073| 0.0189|-69.16585102200| 0.0200|4657679831110499840|    0.0038| 0.0199|    1.689| 0.036|    0.713| 0.038| 0.000|17|14.0567|0.0004|13.8576|       |
Gaia DR2 4657679865470225536|084.62533921873| 0.0648|-69.14099696747| 0.0718|4657679865470225536|    0.1766| 0.0694|    2.223| 0.143|    0.634| 0.139| 0.233|15|16.7695|0.0044|15.9722|       |
Gaia DR2 4657679865470220160|084.61423995179| 0.0424|-69.13594068791| 0.0455|4657679865470220160|    0.0651| 0.0431|    1.836| 0.087|    0.535| 0.088| 0.265|17|15.5828|0.0016|15.0679|       |
Gaia DR2 4657679831110490496|084.62172277379| 0.0381|-69.15382266990| 0.0419|4657679831110490496|    0.0044| 0.0391|    1.919| 0.077|    0.502| 0.080| 0.126|17|15.8737|0.0011|15.4074|       |
Gaia DR2 4657679865470227328|084.62243438054| 0.0592|-69.14734739486| 0.0675|4657679865470227328|    0.0204| 0.0604|    1.912| 0.123|    0.559| 0.131| 0.000|17|16.8657|0.0021|16.3017|       |
Gaia DR2 4657679934189685376|084.58888818611| 0.0747|-69.13087911972| 0.0837|4657679934189685376|   -0.1542| 0.0806|    1.680| 0.153|    0.693| 0.191| 0.275|16|16.9125|0.0026|16.1997|       |
Gaia DR2 4657679826780105728|084.62627365474| 0.0633|-69.15929764952| 0.0660|4657679826780105728|   -0.0258| 0.0629|    1.331| 0.131|    0.464| 0.128| 0.000|16|16.8349|0.0015|15.7291|       |
Gaia DR2 4657679861139844480|084.62759848258| 0.0532|-69.14011623354| 0.0574|4657679861139844480|    0.0625| 0.0540|    1.746| 0.108|    0.642| 0.111| 0.063|17|16.5516|0.0022|15.8240|       |
Gaia DR2 4657679826780102912|084.61126463858| 0.0417|-69.14795363770| 0.0439|4657679826780102912|    0.0126| 0.0419|    1.833| 0.085|    0.749| 0.085| 0.332|17|13.0589|0.0057|11.8525| 278.96| 0.78
Gaia DR2 4657679934189673088|084.55819233426| 0.0246|-69.12992232785| 0.0245|4657679934189673088|   -0.0567| 0.0248|    1.710| 0.047|    0.667| 0.047| 0.159|17|13.4441|0.0005|13.3365|       |
Gaia DR2 4657680002909129600|084.50164508751| 0.0573|-69.14104715976| 0.0666|4657680002909129600|    0.0018| 0.0599|    1.766| 0.118|    0.797| 0.124| 0.133|17|16.7159|0.0017|16.3262|       |
Gaia DR2 4657680037268867328|084.49621946083| 0.0573|-69.14481318334| 0.0597|4657680037268867328|   -0.0466| 0.0559|    1.658| 0.118|    0.704| 0.115| 0.483|16|14.7512|0.0094|13.3879|       |
Gaia DR2 4657680032937156352|084.47925785466| 0.0527|-69.14860613197| 0.0520|4657680032937156352|    0.0445| 0.0518|    1.730| 0.107|    0.526| 0.101| 0.183|15|16.2269|0.0012|15.9111|       |
Gaia DR2 4657679964217665664|084.51637301132| 0.0415|-69.15745323960| 0.0420|4657679964217665664|    0.6040| 0.0375|    3.665| 0.085|    7.363| 0.076| 0.000|15|15.7430|0.0008|15.1753|       |
Gaia DR2 4657680037268856832|084.47584030258| 0.0306|-69.14482367965| 0.0325|4657680037268856832|    0.0085| 0.0310|    1.541| 0.061|    0.539| 0.062| 0.000|17|15.5415|0.0007|14.5761|       |
Gaia DR2 4657679964217679104|084.49786928504| 0.0273|-69.15045989161| 0.0271|4657679964217679104|   -0.0339| 0.0285|    1.721| 0.053|    0.749| 0.052| 0.184|16|13.7286|0.0015|13.7022|       |
Gaia DR2 4657680002909152640|084.54267301547| 0.0405|-69.14899439912| 0.0455|4657680002909152640|    0.0760| 0.0408|    1.722| 0.082|    0.665| 0.085| 0.173|16|15.7682|0.0008|15.5086|       |
Gaia DR2 4657679998578784384|084.51961923471| 0.0444|-69.14802099892| 0.0487|4657679998578784384|    0.0709| 0.0491|    1.598| 0.090|    0.332| 0.095| 0.000|16|16.2401|0.0014|15.8207|       |
Gaia DR2 4657680067298253824|084.45832614476| 0.0408|-69.12835414082| 0.0446|4657680067298253824|    0.0945| 0.0419|    2.031| 0.083|    0.993| 0.087| 0.134|17|16.0370|0.0011|15.6510|       |
Gaia DR2 4657680037268852608|084.46106095351| 0.0318|-69.14675769875| 0.0328|4657680037268852608|   -0.0423| 0.0334|    1.626| 0.063|    0.822| 0.062| 0.000|16|15.5254|0.0008|15.2353|       |
Gaia DR2 4657680037268850560|084.46578674092| 0.0309|-69.13567815085| 0.0351|4657680037268850560|    1.3963| 0.0306|    0.883| 0.064|   17.828| 0.068| 0.000|16|15.4291|0.0006|14.7263|       |
Gaia DR2 4657679968549413376|084.53504863689| 0.0311|-69.15526847408| 0.0314|4657679968549413376|    0.0024| 0.0325|    1.673| 0.063|    0.636| 0.063| 0.075|15|15.2522|0.0007|14.9291|       |
Gaia DR2 4657680071628597504|084.48734279233| 0.0370|-69.13920835057| 0.0403|4657680071628597504|    0.0321| 0.0379|    1.958| 0.074|    0.846| 0.077| 0.177|17|15.6612|0.0007|15.5014|       |
Gaia DR2 4657679968549393792|084.50253805547| 0.0432|-69.14494352216| 0.0504|4657679968549393792|    0.0267| 0.0472|    1.713| 0.087|    0.854| 0.093| 0.365|17|14.8352|0.0006|14.7772|       |
Gaia DR2 4657680037268861184|084.47768557151| 0.0356|-69.15089681759| 0.0358|4657680037268861184|   -0.0795| 0.0382|    1.758| 0.070|    0.684| 0.070| 0.276|16|13.0598|0.0020|11.9786| 259.88| 0.86
Gaia DR2 4657680002909129728|084.50674456876| 0.0480|-69.13627290625| 0.0522|4657680002909129728|   -0.0186| 0.0485|    1.959| 0.098|    0.470| 0.101| 0.175|17|16.3099|0.0027|15.0856|       |
Gaia DR2 4657680071628950656|084.47156293665| 0.0562|-69.13361738365| 0.0626|4657680071628950656|    1.9312| 0.0522|   -7.761| 0.121|    8.649| 0.121| 0.000|15|16.5562|0.0014|15.4144|       |
Gaia DR2 4657679968549404288|084.51988310044| 0.0215|-69.15150679503| 0.0222|4657679968549404288|    0.0099| 0.0215|    1.605| 0.042|    0.591| 0.042| 0.000|17|14.4653|0.0007|13.9578|       |
Gaia DR2 4657679968549411968|084.52804907228| 0.0748|-69.15900332560| 0.0747|4657679968549411968|   -0.1903| 0.0710|    1.693| 0.164|    0.946| 0.151| 0.437|15|16.4506|0.0018|16.0382|       |
Gaia DR2 4657679968549408896|084.52285259823| 0.1138|-69.15742224088| 0.1284|4657679968549408896|   -0.1395| 0.1144|    2.337| 0.256|    0.622| 0.239| 0.716|14|16.8977|0.0129|15.4307|       |
Gaia DR2 4657680101680972800|084.53708783594| 0.0660|-69.13800705567| 0.0741|4657680101680972800|   -0.0928| 0.0669|    1.683| 0.137|    0.791| 0.143| 0.184|17|16.9491|0.0019|16.2832|       |
Gaia DR2 4657680101657999360|084.51844466348| 0.0506|-69.13272696885| 0.0529|4657680101657999360|    0.0363| 0.0497|    1.731| 0.107|    0.697| 0.102| 0.000|16|16.4759|0.0016|15.7590|       |
Gaia DR2 4657680204737208192|084.46261958865| 0.0254|-69.10292082171| 0.0280|4657680204737208192|    0.0104| 0.0268|    1.644| 0.050|    0.659| 0.050| 0.064|17|14.7150|0.0008|14.3921|       |
Gaia DR2 4657680136075677312|084.54605291692| 0.0621|-69.12209363601| 0.0669|4657680136075677312|   -0.0401| 0.0625|    1.852| 0.126|    0.840| 0.129| 0.259|17|16.6444|0.0040|15.9239|       |
Gaia DR2 4657680209067544320|084.49512319960| 0.0539|-69.11413600196| 0.0576|4657680209067544320|    0.0381| 0.0540|    1.705| 0.110|    0.424| 0.112| 0.000|17|16.6011|0.0024|15.3366|       |
Gaia DR2 4657680105988346496|084.52074025671| 0.0275|-69.12615898185| 0.0274|4657680105988346496|    1.4740| 0.0273|    3.518| 0.056|    2.408| 0.053| 0.000|16|15.0846|0.0006|14.3650|       |
Gaia DR2 4657680174707802752|084.47932041335| 0.0473|-69.11725838288| 0.0528|4657680174707802752|    0.0151| 0.0491|    1.650| 0.093|    0.536| 0.097| 0.151|16|16.1152|0.0013|15.5052|       |
Gaia DR2 4657680140348081408|084.52621485502| 0.0477|-69.11469039903| 0.0559|4657680140348081408|    0.1086| 0.0488|    1.930| 0.095|    0.495| 0.113| 0.092|16|16.2872|0.0012|15.8053|       |
Gaia DR2 4657680312146799232|084.57328331778| 0.0547|-69.12337300033| 0.0588|4657680312146799232|    0.0677| 0.0548|    1.717| 0.111|    0.732| 0.114| 0.140|17|16.5386|0.0021|15.9775|       |
Gaia DR2 4657680277786948480|084.61481396703| 0.0621|-69.11136886854| 0.0736|4657680277786948480|    0.5481| 0.0641|   -4.054| 0.122|    5.532| 0.141| 0.164|17|16.8764|0.0020|15.6157|       |
Gaia DR2 4657680346506421376|084.60127201203| 0.0427|-69.10780446541| 0.0517|4657680346506421376|    0.0030| 0.0462|    2.062| 0.084|    0.635| 0.095| 0.000|17|16.2931|0.0015|15.7655|       |
Gaia DR2 4657680243427341440|084.61894427715| 0.0564|-69.13088437380| 0.0600|4657680243427341440|   -0.0134| 0.0567|    1.715| 0.116|    0.616| 0.122| 0.000|16|16.6250|0.0018|15.9718|       |
Gaia DR2 4657680346506419072|084.58701280799| 0.0782|-69.10478949115| 0.1096|4657680346506419072|   -0.2262| 0.0861|    1.635| 0.156|   -0.243| 0.201| 0.637|15|16.0384|0.0034|15.1653|       |
Gaia DR2 4657680243427348352|084.63060842847| 0.0457|-69.13779729705| 0.0511|4657680243427348352|    0.0147| 0.0469|    2.089| 0.100|    0.602| 0.099| 0.153|16|16.2571|0.0028|14.9125|       |
Gaia DR2 4657680277787082880|084.63469331013| 0.0419|-69.12561672358| 0.0439|4657680277787082880|    0.0212| 0.0422|    1.900| 0.086|    0.926| 0.095| 0.074|16|16.0170|0.0015|15.2813|       |
Gaia DR2 4657680312146807040|084.59713871742| 0.0252|-69.12113216707| 0.0260|4657680312146807040|   -0.0571| 0.0244|    1.683| 0.049|    0.615| 0.048| 0.117|16|14.1293|0.0005|13.9791|       |
Gaia DR2 4657680342176175360|084.58492343071| 0.0517|-69.10631997811| 0.0623|4657680342176175360|    0.0659| 0.0561|    1.805| 0.101|    0.626| 0.115| 0.262|17|16.3663|0.0017|15.9142|       |
Gaia DR2 4657680342176172288|084.55996348614| 0.0376|-69.10137099683| 0.0423|4657680342176172288|    0.9399| 0.0389|   -1.685| 0.074|   -1.950| 0.082| 0.000|17|16.0841|0.0008|15.2759|       |
Gaia DR2 4657680346484666368|084.58825453564| 0.0499|-69.10471256979| 0.0574|4657680346484666368|    0.2162| 0.0505|    1.913| 0.100|    0.822| 0.108| 0.302|17|16.0036|0.0027|15.1014|       |
Gaia DR2 4657680312147120000|084.58274685592| 0.0348|-69.11947592041| 0.0345|4657680312147120000|   -0.0239| 0.0340|    1.731| 0.071|    0.982| 0.072| 0.000|16|15.5324|0.0060|14.4746|       |
Gaia DR2 4657680273456706432|084.63470971847| 0.0648|-69.12664278572| 0.0600|4657680273456706432|   -0.1202| 0.0632|    1.584| 0.118|    0.702| 0.123| 0.215|15|16.4566|0.0016|15.4647|       |
Gaia DR2 4657680415225917184|084.64688615868| 0.1001|-69.10247173337| 0.1243|4657680415225917184|    0.2407| 0.1130|    2.233| 0.209|    0.477| 0.261| 0.811|14|15.9280|0.0065|       |       |
Gaia DR2 4657680415204236032|084.65812503109| 0.0839|-69.09720307123| 0.1112|4657680415204236032|    0.0225| 0.0845|    1.992| 0.169|    1.046| 0.214| 0.572|15|16.1975|0.0043|14.7824|       |
Gaia DR2 4657680415225945984|084.63232752913| 0.0723|-69.09909525938| 0.0911|4657680415225945984|   -0.0866| 0.0816|    1.828| 0.142|    0.859| 0.179| 0.492|16|16.6594|0.0032|15.3916|       |
Gaia DR2 4657680380866208768|084.64405496403| 0.0323|-69.11465700484| 0.0364|4657680380866208768|   -0.0037| 0.0335|    1.673| 0.063|    0.696| 0.070| 0.129|17|15.5622|0.0018|14.6528|       |
Gaia DR2 4657680415225947776|084.65101384883| 0.0678|-69.10234877900| 0.0920|4657680415225947776|    0.3718| 0.0779|    1.159| 0.137|   -0.454| 0.274| 0.602|13|14.3238|0.0019|       |       |
Gaia DR2 4657680380866283008|084.61568389626| 0.0561|-69.10186442846| 0.0620|4657680380866283008|    0.0182| 0.0596|    1.894| 0.112|    0.860| 0.124| 0.285|17|16.3178|0.0023|15.4879|       |
Gaia DR2 4657680415204237952|084.65080603085| 0.1228|-69.10163229977| 0.1643|4657680415204237952|    0.0801| 0.1209|    2.386| 0.257|   -0.104| 0.327| 0.856|14|16.1799|0.0044|14.8832|       |
Gaia DR2 4657680415225898368|084.62264138934| 0.0260|-69.08922156057| 0.0350|4657680415225898368|   -0.0461| 0.0322|    1.597| 0.049|    0.790| 0.058| 0.000|14|14.7665|0.0040|14.3207|       |
Gaia DR2 4657680445255457536|084.57222285725| 0.0396|-69.09501114167| 0.0525|4657680445255457536|    0.0150| 0.0467|    1.552| 0.077|    0.599| 0.090| 0.234|16|15.6123|0.0010|15.4211|       |
Gaia DR2 4657680445255458048|084.57380394357| 0.0369|-69.09605443966| 0.0419|4657680445255458048|   -0.0127| 0.0387|    1.853| 0.072|    0.769| 0.081| 0.195|17|15.6997|0.0008|15.4719|       |
Gaia DR2 4657680376593846400|084.62392506722| 0.0763|-69.10230009757| 0.1055|4657680376593846400|   -0.0472| 0.0972|    1.766| 0.151|    1.033| 0.195| 0.475|15|16.8492|0.0043|15.3572|       |
Gaia DR2 4657680449585633280|084.58024428978| 0.0218|-69.10014472427| 0.0262|4657680449585633280|   -0.0359| 0.0224|    1.730| 0.042|    0.751| 0.049| 0.134|16|14.1117|0.0005|13.9232|       |
Gaia DR2 4657680415225904640|084.64823637454| 0.0427|-69.10185433911| 0.0491|4657680415225904640|    0.0631| 0.0462|    1.504| 0.083|    0.604| 0.089| 0.284|15|14.5191|0.0031|13.9031|       |
Gaia DR2 4657680483945371904|084.59347761621| 0.0344|-69.08925008711| 0.0379|4657680483945371904|   -0.0444| 0.0359|    1.768| 0.065|    0.652| 0.073| 0.151|17|15.5735|0.0008|15.2780|       |
Gaia DR2 4657680483945372416|084.60015342366| 0.0494|-69.08999685070| 0.0535|4657680483945372416|    0.1336| 0.0527|    2.057| 0.093|    0.747| 0.103| 0.209|17|16.2426|0.0018|15.7771|       |
Gaia DR2 4657680380844436864|084.62286944735| 0.0381|-69.10570984571| 0.0423|4657680380844436864|   -0.0200| 0.0388|    1.541| 0.076|    0.631| 0.083| 0.183|17|15.5923|0.0013|14.9574|       |
Gaia DR2 4657680380866163712|084.61662773359| 0.0815|-69.11033780943| 0.0950|4657680380866163712|    0.1916| 0.0842|    1.611| 0.160|    0.427| 0.182| 0.498|17|16.9326|0.0029|15.7463|       |
Gaia DR2 4657680483945368576|084.57966929273| 0.0411|-69.08280943512| 0.0457|4657680483945368576|    0.0642| 0.0430|    1.821| 0.078|    0.643| 0.087| 0.174|17|15.9686|0.0014|15.7963|       |
Gaia DR2 4657680410895727360|084.62671614966| 0.0723|-69.09154019489| 0.0856|4657680410895727360|    0.0254| 0.0801|    1.985| 0.138|    0.895| 0.170| 0.475|15|16.5134|0.0048|15.2364|       |
Gaia DR2 4657680483945365760|084.56957095054| 0.0499|-69.07589704153| 0.0582|4657680483945365760|    0.0554| 0.0499|    1.909| 0.094|    0.886| 0.109| 0.147|15|16.2069|0.0017|15.0765|       |
Gaia DR2 4657680483945366912|084.56897349820| 0.0348|-69.08144013637| 0.0398|4657680483945366912|    0.0027| 0.0341|    1.865| 0.071|    0.759| 0.077| 0.127|15|15.4307|0.0008|15.2666|       |
Gaia DR2 4657680483945367296|084.57227207887| 0.0431|-69.07994738578| 0.0511|4657680483945367296|    0.0179| 0.0471|    1.701| 0.082|    0.715| 0.096| 0.231|16|15.8907|0.0012|15.7401|       |
Gaia DR2 4657680479615199616|084.59880912531| 0.0372|-69.08431994511| 0.0388|4657680479615199616|   -0.0040| 0.0372|    1.748| 0.070|    0.908| 0.075| 0.158|17|12.4963|0.0006|12.5099|       |
Gaia DR2 4657680380866163456|084.61693632266| 0.0281|-69.10806966773| 0.0343|4657680380866163456|    0.0353| 0.0304|    1.750| 0.055|    0.734| 0.061| 0.152|17|14.9360|0.0008|14.4851|       |
Gaia DR2 4657680479615200768|084.61072047462| 0.0638|-69.09211373267| 0.0778|4657680479615200768|    0.0099| 0.0668|    1.855| 0.122|    0.784| 0.149| 0.228|16|16.8078|0.0026|15.9540|       |
Gaia DR2 4657680415225902464|084.63013335125| 0.0349|-69.09806428963| 0.0431|4657680415225902464|    0.0987| 0.0413|    1.892| 0.068|    0.532| 0.084| 0.237|16|15.1730|0.0014|14.5837|       |
Gaia DR2 4657680445313328512|084.59156458294| 0.0586|-69.09999885607| 0.0775|4657680445313328512|    0.0982| 0.0665|    1.788| 0.117|    0.648| 0.136| 0.052|17|16.8549|0.0032|16.1641|       |
Gaia DR2 4657680410895734784|084.65057112510| 0.0279|-69.09943386456| 0.0310|4657680410895734784|    0.0901| 0.0282|    1.763| 0.054|    0.565| 0.059| 0.000|16|11.6454|0.0018|11.2460|       |
Gaia DR2 4657680415225900928|084.62231708523| 0.0905|-69.09976006676| 0.1044|4657680415225900928|    0.1408| 0.0963|    2.829| 0.173|    1.856| 0.203| 0.755|16|16.1631|0.0034|15.0319|       |
Gaia DR2 4657680449585636096|084.60672240875| 0.0513|-69.10119497687| 0.0597|4657680449585636096|   -0.0485| 0.0536|    1.622| 0.101|    0.826| 0.113| 0.000|17|16.6266|0.0020|15.8080|       |
Gaia DR2 4657680449585636352|084.60663654604| 0.0396|-69.10256538467| 0.0470|4657680449585636352|    0.1462| 0.0447|    1.921| 0.077|    0.408| 0.100| 0.167|17|15.9437|0.0023|15.4745|       |
Gaia DR2 4657680410895728640|084.63181947157| 0.0624|-69.09083964144| 0.0722|4657680410895728640|    0.1240| 0.0600|    1.687| 0.121|    0.582| 0.137| 0.339|15|16.0809|0.0030|15.0842|       |
Gaia DR2 4657680410895729408|084.63442189765| 0.0410|-69.09571902528| 0.0505|4657680410895729408|    0.0374| 0.0454|    1.682| 0.080|    0.548| 0.095| 0.265|16|15.6368|0.0045|14.5433|       |
Gaia DR2 4657680410948174720|084.61587106692| 0.0613|-69.09089487631| 0.0688|4657680410948174720|    0.1718| 0.0666|    1.880| 0.118|    0.747| 0.137| 0.276|17|16.6450|0.0023|15.9395|       |
Gaia DR2 4657680380866288000|084.62524316152| 0.1085|-69.10727756547| 0.1220|4657680380866288000|    1.6919| 0.1077|    7.641| 0.215|  -16.997| 0.230| 0.958|16|15.5511|0.0016|14.5324|       |
Gaia DR2 4657680410944853376|084.63673912456| 0.0564|-69.09572913746| 0.0707|4657680410944853376|   -0.0191| 0.0669|    1.768| 0.112|    1.071| 0.157| 0.422|15|15.8620|0.0037|14.6950|       |
Gaia DR2 4657680415225947008|084.64978093002| 0.0242|-69.10256887485| 0.0264|4657680415225947008|   -0.0373| 0.0235|    1.671| 0.046|    0.555| 0.063| 0.034|13|12.9699|0.0012|12.5262|       |
Gaia DR2 4657680415225946880|084.65306318323| 0.0472|-69.09902414971| 0.0878|4657680415225946880|    0.0032| 0.0660|    1.825| 0.090|    0.636| 0.148| 0.308|11|15.3051|0.0042|14.3973|       |
