#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-09T14:54:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5af1e13792ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r=10
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#RA_ICRS=!=
#-out=e_RA_ICRS
#e_RA_ICRS=!=
#-out=DE_ICRS
#DE_ICRS=!=
#-out=e_DE_ICRS
#e_DE_ICRS=!=
#-out=Source
#-out=Plx
#Plx=<1
#-out=e_Plx
#-out=pmRA
#pmRA=-2..2
#-out=e_pmRA
#e_pmRA=<=0.1
#-out=pmDE
#pmDE=-2..2
#-out=e_pmDE
#e_pmDE=<=0.1
#-out=epsi
#epsi=<1
#-out=Nper
#Nper=>= 5
#-out=Gmag
#Gmag=<17
#-out=e_Gmag
#-out=RPmag
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,rm=10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	epsi	(F6.3)	Excess noise of the source (astrometric_excess_noise) (12)	[ucd=stat.value]
#Column	Nper	(I2)	Number of visibility periods used in Astrometric solution (visibility_periods_used)	[ucd=meta.number]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|epsi|Nper|Gmag|e_Gmag|RPmag|RV|e_RV
Gaia DR2 4657679659311708544|084.67475028034| 0.0283|-69.10826514396| 0.0284|4657679659311708544|   -0.0329| 0.0265|    1.931| 0.055|    0.778| 0.054| 0.077|15|14.9988|0.0009|14.3616|       |
Gaia DR2 4657679624951971456|084.67339418067| 0.0428|-69.11733805229| 0.0468|4657679624951971456|    0.0942| 0.0442|    1.869| 0.083|    0.578| 0.097| 0.143|15|16.0449|0.0015|15.2805|       |
Gaia DR2 4657679624951968640|084.66185447952| 0.0194|-69.11376103741| 0.0212|4657679624951968640|    0.0156| 0.0220|    1.810| 0.040|    0.640| 0.041| 0.000|14|13.6432|0.0009|13.2163|       |
Gaia DR2 4657679624951969536|084.66247419278| 0.0396|-69.11637337394| 0.0461|4657679624951969536|   -0.0086| 0.0467|    1.529| 0.078|    0.405| 0.090| 0.062|13|15.7326|0.0013|15.1435|       |
Gaia DR2 4657679659292387456|084.67507569034| 0.0533|-69.10469109694| 0.0490|4657679659292387456|    0.0364| 0.0491|    1.789| 0.093|    0.191| 0.095| 0.328|14|15.3705|0.0027|       |       |
Gaia DR2 4657679659312999296|084.68003324416| 0.0387|-69.10402943402| 0.0445|4657679659312999296|    0.1933| 0.0406|    1.966| 0.073|    1.200| 0.085| 0.353|16|13.3353|0.0007|12.8945|       |
Gaia DR2 4657679586261965952|084.73182460196| 0.0351|-69.12328603466| 0.0383|4657679586261965952|   -0.1216| 0.0351|    1.797| 0.067|    0.876| 0.070| 0.214|16|14.9902|0.0007|14.6766|       |
Gaia DR2 4657679586261960064|084.70720131044| 0.0238|-69.11195848088| 0.0267|4657679586261960064|    0.0217| 0.0262|    1.745| 0.045|    0.768| 0.050| 0.170|16|13.0349|0.0011|12.7329|       |
Gaia DR2 4657679590592243328|084.71332932086| 0.0221|-69.11144379076| 0.0246|4657679590592243328|   -0.0117| 0.0230|    1.636| 0.043|    0.623| 0.047| 0.082|16|14.3029|0.0011|13.2046|       |
Gaia DR2 4657679586261967616|084.73883242185| 0.0172|-69.11937851460| 0.0190|4657679586261967616|   -0.0525| 0.0176|    1.742| 0.033|    0.855| 0.034| 0.000|18|13.7023|0.0048|13.0671|       |
Gaia DR2 4657679556232617216|084.72683096987| 0.0261|-69.13347805904| 0.0302|4657679556232617216|   -0.0405| 0.0277|    1.622| 0.051|    0.495| 0.058| 0.127|16|14.4215|0.0013|14.0356|       |
Gaia DR2 4657679655028521472|084.67392207536| 0.0250|-69.10696528049| 0.0251|4657679655028521472|   -0.0256| 0.0251|    1.610| 0.044|    0.393| 0.047| 0.111|15|14.2098|0.0007|13.7885|       |
Gaia DR2 4657679556232613632|084.72073050975| 0.0218|-69.12927703695| 0.0216|4657679556232613632|   -0.0204| 0.0206|    1.725| 0.044|    0.655| 0.042| 0.000|16|14.2429|0.0007|13.9293|       |
Gaia DR2 4657679659311801600|084.67776542356| 0.0226|-69.10997021571| 0.0237|4657679659311801600|   -0.0211| 0.0219|    1.665| 0.045|    0.674| 0.045| 0.000|17|14.7171|0.0010|14.3330|       |
Gaia DR2 4657679556232623744|084.73263700162| 0.0216|-69.13956970481| 0.0242|4657679556232623744|   -0.0091| 0.0212|    1.684| 0.044|    0.704| 0.046| 0.000|17|14.3411|0.0009|14.0205|       |
Gaia DR2 4657679624951970560|084.67021525370| 0.0322|-69.11599239573| 0.0364|4657679624951970560|    0.0394| 0.0331|    1.661| 0.064|    0.492| 0.074| 0.085|16|15.5600|0.0009|15.0604|       |
Gaia DR2 4657679556232618496|084.72541860917| 0.0238|-69.13547528368| 0.0247|4657679556232618496|   -0.0148| 0.0251|    1.781| 0.047|    0.736| 0.048| 0.071|17|14.5184|0.0007|14.1493|       |
Gaia DR2 4657679624952072704|084.68998262733| 0.0479|-69.12636732853| 0.0529|4657679624952072704|    0.1111| 0.0481|    1.523| 0.093|    0.617| 0.098| 0.269|16|15.8815|0.0022|15.1570|       |
Gaia DR2 4657679556232608256|084.70919396878| 0.0464|-69.12924199261| 0.0482|4657679556232608256|   -0.0064| 0.0452|    1.545| 0.094|    0.602| 0.094| 0.000|17|16.2532|0.0015|15.7543|       |
Gaia DR2 4657679659311707264|084.67384850837| 0.0353|-69.10783075016| 0.0390|4657679659311707264|    0.0641| 0.0358|    1.783| 0.065|    0.675| 0.073| 0.194|15|15.2037|0.0012|       |       |
Gaia DR2 4657679659311706752|084.66364560318| 0.0420|-69.11083624389| 0.0458|4657679659311706752|   -0.0915| 0.0457|    1.690| 0.083|    1.141| 0.092| 0.103|17|16.0992|0.0020|14.9999|       |
Gaia DR2 4657679654981425664|084.66540809982| 0.0303|-69.10668133680| 0.0326|4657679654981425664|    0.1206| 0.0305|    1.806| 0.063|    0.331| 0.062| 0.229|16|14.2579|0.0007|13.8059|       |
Gaia DR2 4657679551902223616|084.71508843950| 0.0282|-69.13536264525| 0.0279|4657679551902223616|   -0.0968| 0.0282|    1.543| 0.054|    0.589| 0.052| 0.000|17|11.3501|0.0042|10.8372|       |
Gaia DR2 4657679624952080000|084.70058813067| 0.0454|-69.12822039173| 0.0492|4657679624952080000|    0.0752| 0.0483|    1.701| 0.091|    0.539| 0.097| 0.161|17|16.0902|0.0015|15.6251|       |
Gaia DR2 4657679654981423488|084.65938304649| 0.0360|-69.10483377468| 0.0371|4657679654981423488|   -0.0027| 0.0361|    1.729| 0.072|    0.919| 0.074| 0.163|17|15.4134|0.0040|14.6208|       |
Gaia DR2 4657679654981423744|084.66034884745| 0.0204|-69.10611321054| 0.0222|4657679654981423744|   -0.1205| 0.0209|    1.676| 0.042|    0.755| 0.044| 0.101|14|13.5420|0.0055|13.2234|       |
Gaia DR2 4657679654981424640|084.66312122933| 0.0191|-69.10591381943| 0.0181|4657679654981424640|    0.0458| 0.0185|    1.699| 0.035|    0.607| 0.034| 0.000|16|13.2226|0.0012|12.7187|       |
Gaia DR2 4657679659290074752|084.69195363155| 0.0378|-69.11562309108| 0.0438|4657679659290074752|    0.0156| 0.0399|    1.803| 0.074|    0.686| 0.085| 0.257|17|15.4992|0.0019|14.9278|       |
Gaia DR2 4657679796750732928|084.56710265337| 0.0377|-69.15462773614| 0.0403|4657679796750732928|   -0.0354| 0.0392|    1.679| 0.073|    0.745| 0.079| 0.248|16|15.0744|0.0007|14.9060|       |
Gaia DR2 4657679796750745088|084.58913521541| 0.0428|-69.16355401768| 0.0517|4657679796750745088|   -0.1021| 0.0441|    1.546| 0.086|    0.606| 0.098| 0.000|16|16.1959|0.0017|14.9778|       |
Gaia DR2 4657679758058148864|084.56669512319| 0.0346|-69.16978529133| 0.0358|4657679758058148864|    0.0343| 0.0337|    1.831| 0.068|    0.905| 0.069| 0.117|17|12.5718|0.0144|11.3027| 288.81| 2.10
Gaia DR2 4657679728031285504|084.63864532832| 0.0440|-69.16892813896| 0.0482|4657679728031285504|   -0.0737| 0.0463|    1.624| 0.088|    0.996| 0.092| 0.000|17|16.2951|0.0032|15.1592|       |
Gaia DR2 4657679865470529664|084.62813786589| 0.0411|-69.14086845242| 0.0467|4657679865470529664|    0.0284| 0.0427|    1.562| 0.093|    0.815| 0.086| 0.172|15|15.7379|0.0011|15.4423|       |
Gaia DR2 4657679934189686784|084.59281416229| 0.0323|-69.13078004240| 0.0333|4657679934189686784|    0.0411| 0.0328|    1.571| 0.062|    0.537| 0.064| 0.103|17|15.3432|0.0010|15.0371|       |
Gaia DR2 4657679831110499840|084.64097510073| 0.0189|-69.16585102200| 0.0200|4657679831110499840|    0.0038| 0.0199|    1.689| 0.036|    0.713| 0.038| 0.000|17|14.0567|0.0004|13.8576|       |
Gaia DR2 4657679865470220160|084.61423995179| 0.0424|-69.13594068791| 0.0455|4657679865470220160|    0.0651| 0.0431|    1.836| 0.087|    0.535| 0.088| 0.265|17|15.5828|0.0016|15.0679|       |
Gaia DR2 4657679831110490496|084.62172277379| 0.0381|-69.15382266990| 0.0419|4657679831110490496|    0.0044| 0.0391|    1.919| 0.077|    0.502| 0.080| 0.126|17|15.8737|0.0011|15.4074|       |
Gaia DR2 4657679826780102912|084.61126463858| 0.0417|-69.14795363770| 0.0439|4657679826780102912|    0.0126| 0.0419|    1.833| 0.085|    0.749| 0.085| 0.332|17|13.0589|0.0057|11.8525| 278.96| 0.78
Gaia DR2 4657679934189673088|084.55819233426| 0.0246|-69.12992232785| 0.0245|4657679934189673088|   -0.0567| 0.0248|    1.710| 0.047|    0.667| 0.047| 0.159|17|13.4441|0.0005|13.3365|       |
Gaia DR2 4657680037268856832|084.47584030258| 0.0306|-69.14482367965| 0.0325|4657680037268856832|    0.0085| 0.0310|    1.541| 0.061|    0.539| 0.062| 0.000|17|15.5415|0.0007|14.5761|       |
Gaia DR2 4657679964217679104|084.49786928504| 0.0273|-69.15045989161| 0.0271|4657679964217679104|   -0.0339| 0.0285|    1.721| 0.053|    0.749| 0.052| 0.184|16|13.7286|0.0015|13.7022|       |
Gaia DR2 4657680002909152640|084.54267301547| 0.0405|-69.14899439912| 0.0455|4657680002909152640|    0.0760| 0.0408|    1.722| 0.082|    0.665| 0.085| 0.173|16|15.7682|0.0008|15.5086|       |
Gaia DR2 4657679998578784384|084.51961923471| 0.0444|-69.14802099892| 0.0487|4657679998578784384|    0.0709| 0.0491|    1.598| 0.090|    0.332| 0.095| 0.000|16|16.2401|0.0014|15.8207|       |
Gaia DR2 4657680037268852608|084.46106095351| 0.0318|-69.14675769875| 0.0328|4657680037268852608|   -0.0423| 0.0334|    1.626| 0.063|    0.822| 0.062| 0.000|16|15.5254|0.0008|15.2353|       |
Gaia DR2 4657679968549413376|084.53504863689| 0.0311|-69.15526847408| 0.0314|4657679968549413376|    0.0024| 0.0325|    1.673| 0.063|    0.636| 0.063| 0.075|15|15.2522|0.0007|14.9291|       |
Gaia DR2 4657680071628597504|084.48734279233| 0.0370|-69.13920835057| 0.0403|4657680071628597504|    0.0321| 0.0379|    1.958| 0.074|    0.846| 0.077| 0.177|17|15.6612|0.0007|15.5014|       |
Gaia DR2 4657679968549393792|084.50253805547| 0.0432|-69.14494352216| 0.0504|4657679968549393792|    0.0267| 0.0472|    1.713| 0.087|    0.854| 0.093| 0.365|17|14.8352|0.0006|14.7772|       |
Gaia DR2 4657680037268861184|084.47768557151| 0.0356|-69.15089681759| 0.0358|4657680037268861184|   -0.0795| 0.0382|    1.758| 0.070|    0.684| 0.070| 0.276|16|13.0598|0.0020|11.9786| 259.88| 0.86
Gaia DR2 4657679968549404288|084.51988310044| 0.0215|-69.15150679503| 0.0222|4657679968549404288|    0.0099| 0.0215|    1.605| 0.042|    0.591| 0.042| 0.000|17|14.4653|0.0007|13.9578|       |
Gaia DR2 4657680204737208192|084.46261958865| 0.0254|-69.10292082171| 0.0280|4657680204737208192|    0.0104| 0.0268|    1.644| 0.050|    0.659| 0.050| 0.064|17|14.7150|0.0008|14.3921|       |
Gaia DR2 4657680174707802752|084.47932041335| 0.0473|-69.11725838288| 0.0528|4657680174707802752|    0.0151| 0.0491|    1.650| 0.093|    0.536| 0.097| 0.151|16|16.1152|0.0013|15.5052|       |
Gaia DR2 4657680277787082880|084.63469331013| 0.0419|-69.12561672358| 0.0439|4657680277787082880|    0.0212| 0.0422|    1.900| 0.086|    0.926| 0.095| 0.074|16|16.0170|0.0015|15.2813|       |
Gaia DR2 4657680312146807040|084.59713871742| 0.0252|-69.12113216707| 0.0260|4657680312146807040|   -0.0571| 0.0244|    1.683| 0.049|    0.615| 0.048| 0.117|16|14.1293|0.0005|13.9791|       |
Gaia DR2 4657680342176172288|084.55996348614| 0.0376|-69.10137099683| 0.0423|4657680342176172288|    0.9399| 0.0389|   -1.685| 0.074|   -1.950| 0.082| 0.000|17|16.0841|0.0008|15.2759|       |
Gaia DR2 4657680312147120000|084.58274685592| 0.0348|-69.11947592041| 0.0345|4657680312147120000|   -0.0239| 0.0340|    1.731| 0.071|    0.982| 0.072| 0.000|16|15.5324|0.0060|14.4746|       |
Gaia DR2 4657680380866208768|084.64405496403| 0.0323|-69.11465700484| 0.0364|4657680380866208768|   -0.0037| 0.0335|    1.673| 0.063|    0.696| 0.070| 0.129|17|15.5622|0.0018|14.6528|       |
Gaia DR2 4657680415225898368|084.62264138934| 0.0260|-69.08922156057| 0.0350|4657680415225898368|   -0.0461| 0.0322|    1.597| 0.049|    0.790| 0.058| 0.000|14|14.7665|0.0040|14.3207|       |
Gaia DR2 4657680445255457536|084.57222285725| 0.0396|-69.09501114167| 0.0525|4657680445255457536|    0.0150| 0.0467|    1.552| 0.077|    0.599| 0.090| 0.234|16|15.6123|0.0010|15.4211|       |
Gaia DR2 4657680445255458048|084.57380394357| 0.0369|-69.09605443966| 0.0419|4657680445255458048|   -0.0127| 0.0387|    1.853| 0.072|    0.769| 0.081| 0.195|17|15.6997|0.0008|15.4719|       |
Gaia DR2 4657680449585633280|084.58024428978| 0.0218|-69.10014472427| 0.0262|4657680449585633280|   -0.0359| 0.0224|    1.730| 0.042|    0.751| 0.049| 0.134|16|14.1117|0.0005|13.9232|       |
Gaia DR2 4657680415225904640|084.64823637454| 0.0427|-69.10185433911| 0.0491|4657680415225904640|    0.0631| 0.0462|    1.504| 0.083|    0.604| 0.089| 0.284|15|14.5191|0.0031|13.9031|       |
Gaia DR2 4657680483945371904|084.59347761621| 0.0344|-69.08925008711| 0.0379|4657680483945371904|   -0.0444| 0.0359|    1.768| 0.065|    0.652| 0.073| 0.151|17|15.5735|0.0008|15.2780|       |
Gaia DR2 4657680380844436864|084.62286944735| 0.0381|-69.10570984571| 0.0423|4657680380844436864|   -0.0200| 0.0388|    1.541| 0.076|    0.631| 0.083| 0.183|17|15.5923|0.0013|14.9574|       |
Gaia DR2 4657680483945368576|084.57966929273| 0.0411|-69.08280943512| 0.0457|4657680483945368576|    0.0642| 0.0430|    1.821| 0.078|    0.643| 0.087| 0.174|17|15.9686|0.0014|15.7963|       |
Gaia DR2 4657680483945366912|084.56897349820| 0.0348|-69.08144013637| 0.0398|4657680483945366912|    0.0027| 0.0341|    1.865| 0.071|    0.759| 0.077| 0.127|15|15.4307|0.0008|15.2666|       |
Gaia DR2 4657680483945367296|084.57227207887| 0.0431|-69.07994738578| 0.0511|4657680483945367296|    0.0179| 0.0471|    1.701| 0.082|    0.715| 0.096| 0.231|16|15.8907|0.0012|15.7401|       |
Gaia DR2 4657680479615199616|084.59880912531| 0.0372|-69.08431994511| 0.0388|4657680479615199616|   -0.0040| 0.0372|    1.748| 0.070|    0.908| 0.075| 0.158|17|12.4963|0.0006|12.5099|       |
Gaia DR2 4657680380866163456|084.61693632266| 0.0281|-69.10806966773| 0.0343|4657680380866163456|    0.0353| 0.0304|    1.750| 0.055|    0.734| 0.061| 0.152|17|14.9360|0.0008|14.4851|       |
Gaia DR2 4657680415225902464|084.63013335125| 0.0349|-69.09806428963| 0.0431|4657680415225902464|    0.0987| 0.0413|    1.892| 0.068|    0.532| 0.084| 0.237|16|15.1730|0.0014|14.5837|       |
Gaia DR2 4657680410895734784|084.65057112510| 0.0279|-69.09943386456| 0.0310|4657680410895734784|    0.0901| 0.0282|    1.763| 0.054|    0.565| 0.059| 0.000|16|11.6454|0.0018|11.2460|       |
Gaia DR2 4657680449585636352|084.60663654604| 0.0396|-69.10256538467| 0.0470|4657680449585636352|    0.1462| 0.0447|    1.921| 0.077|    0.408| 0.100| 0.167|17|15.9437|0.0023|15.4745|       |
Gaia DR2 4657680410895729408|084.63442189765| 0.0410|-69.09571902528| 0.0505|4657680410895729408|    0.0374| 0.0454|    1.682| 0.080|    0.548| 0.095| 0.265|16|15.6368|0.0045|14.5433|       |
Gaia DR2 4657680415225947008|084.64978093002| 0.0242|-69.10256887485| 0.0264|4657680415225947008|   -0.0373| 0.0235|    1.671| 0.046|    0.555| 0.063| 0.034|13|12.9699|0.0012|12.5262|       |
Gaia DR2 4657680380866211200|084.65171573014| 0.0165|-69.11597911528| 0.0188|4657680380866211200|   -0.0051| 0.0172|    1.673| 0.032|    0.688| 0.035| 0.000|16|13.4744|0.0011|12.8943|       |
Gaia DR2 4657680376583125760|084.65432024193| 0.0400|-69.11409589988| 0.0521|4657680376583125760|    0.0270| 0.0467|    1.560| 0.078|    0.639| 0.095| 0.252|15|15.5181|0.0025|14.6073|       |
Gaia DR2 4657680415225922048|084.65000224248| 0.0357|-69.10470636364| 0.0381|4657680415225922048|    0.0860| 0.0354|    1.655| 0.069|    0.325| 0.076| 0.241|16|14.8767|0.0018|13.9240|       |
Gaia DR2 4657680376535927040|084.65024910232| 0.0192|-69.11292761404| 0.0201|4657680376535927040|    0.0178| 0.0207|    1.696| 0.037|    0.606| 0.037| 0.000|15|13.4539|0.0013|12.9486|       |
Gaia DR2 4657680376535927808|084.65359450840| 0.0246|-69.11281804722| 0.0291|4657680376535927808|   -0.0462| 0.0267|    1.686| 0.050|    0.659| 0.056| 0.000|15|14.9645|0.0019|14.1524|       |
Gaia DR2 4657680587024571648|084.46428763540| 0.0248|-69.09169632477| 0.0278|4657680587024571648|   -0.0163| 0.0259|    1.648| 0.048|    0.548| 0.052| 0.000|17|15.1404|0.0005|14.5731|       |
Gaia DR2 4657680552664841856|084.53505764138| 0.0306|-69.09568873419| 0.0377|4657680552664841856|   -0.0748| 0.0290|    1.667| 0.061|    0.703| 0.070| 0.178|15|13.9894|0.0004|13.9265|       |
Gaia DR2 4657680587024661504|084.47580884362| 0.0419|-69.09613908207| 0.0446|4657680587024661504|    0.0357| 0.0413|    1.848| 0.084|    0.536| 0.086| 0.070|17|16.1025|0.0012|15.7249|       |
Gaia DR2 4657680621362544384|084.46680493601| 0.0429|-69.07771840472| 0.0469|4657680621362544384|   -0.0914| 0.0445|    1.457| 0.081|    0.670| 0.090| 0.240|17|15.8556|0.0007|15.6485|       |
Gaia DR2 4657680513972093952|084.53994959385| 0.0282|-69.10591875808| 0.0287|4657680513972093952|   -0.0652| 0.0266|    1.707| 0.055|    0.628| 0.054| 0.000|17|10.1053|0.0028| 9.7354|       |
Gaia DR2 4657680518305211136|084.53985925600| 0.0354|-69.11498566389| 0.0371|4657680518305211136|   -0.0584| 0.0357|    1.784| 0.070|    0.772| 0.071| 0.126|17|15.5740|0.0007|15.4323|       |
Gaia DR2 4657680518305213184|084.55011389775| 0.0198|-69.10948894485| 0.0197|4657680518305213184|   -0.0226| 0.0197|    1.704| 0.036|    0.621| 0.036| 0.000|15|13.5359|0.0007|13.1911|       |
Gaia DR2 4657680655744056704|084.54266375817| 0.0390|-69.08463341051| 0.0431|4657680655744056704|    0.0653| 0.0407|    1.737| 0.072|    0.777| 0.080| 0.177|16|15.6597|0.0008|15.5432|       |
Gaia DR2 4657680690103795200|084.54713426988| 0.0418|-69.08033520746| 0.0396|4657680690103795200|   -0.0145| 0.0391|    1.852| 0.075|    0.775| 0.073| 0.231|14|15.0772|0.0007|15.0181|       |
Gaia DR2 4657680655744055424|084.52648345165| 0.0388|-69.08729306232| 0.0464|4657680655744055424|   -0.0633| 0.0389|    1.736| 0.078|    0.780| 0.090| 0.204|16|15.5425|0.0007|15.4511|       |
Gaia DR2 4657681308580619648|085.05335566450| 0.0425|-69.15285418623| 0.0516|4657681308580619648|   -0.0190| 0.0505|    1.959| 0.083|    0.521| 0.091| 0.000|17|16.3611|0.0047|16.0656|       |
Gaia DR2 4657681686537736960|085.05354678018| 0.0314|-69.13708163912| 0.0414|4657681686537736960|   -0.0060| 0.0390|    1.707| 0.062|    0.495| 0.069| 0.000|17|15.8086|0.0006|14.8868|       |
Gaia DR2 4657681652178018432|085.11201737928| 0.0369|-69.13910368829| 0.0476|4657681652178018432|   -0.0591| 0.0430|    1.649| 0.073|    0.507| 0.089| 0.130|17|16.0961|0.0007|15.0989|       |
Gaia DR2 4657681823976689024|085.07044676319| 0.0394|-69.11490788759| 0.0497|4657681823976689024|    0.5952| 0.0480|    1.370| 0.075|    1.082| 0.088| 0.000|17|16.1485|0.0008|15.5734|       |
Gaia DR2 4657681858315980672|085.08618160894| 0.0471|-69.11227361520| 0.0527|4657681858315980672|   -0.0154| 0.0529|    1.336| 0.090|    0.710| 0.095| 0.140|17|16.1435|0.0019|15.0276|       |
Gaia DR2 4657681858336425984|085.07187385797| 0.0433|-69.10751789106| 0.0521|4657681858336425984|   -0.1254| 0.0501|    1.489| 0.084|    0.830| 0.092| 0.273|17|15.6803|0.0007|15.6146|       |
Gaia DR2 4657681789616968192|085.12053117086| 0.0397|-69.11901866999| 0.0490|4657681789616968192|    0.0579| 0.0499|    1.820| 0.075|    0.677| 0.083| 0.285|17|15.1822|0.0057|13.9600|       |
Gaia DR2 4657681750916366720|085.10828941387| 0.0398|-69.13281618905| 0.0459|4657681750916366720|   -0.0850| 0.0417|    1.449| 0.082|    0.708| 0.077| 0.146|16|15.6773|0.0006|15.5626|       |
Gaia DR2 4657681892696267776|085.03055053867| 0.0266|-69.17852056318| 0.0303|4657681892696267776|   -0.0632| 0.0294|    1.568| 0.052|    0.429| 0.060| 0.000|19|15.5680|0.0006|14.9033|       |
Gaia DR2 4657681995775477760|084.96832232915| 0.0199|-69.16145352892| 0.0220|4657681995775477760|   -0.0080| 0.0224|    1.825| 0.039|    0.700| 0.039| 0.130|18|13.4076|0.0015|12.3524| 249.86| 1.03
Gaia DR2 4657682064494855936|085.03448750405| 0.0345|-69.14162914137| 0.0483|4657682064494855936|    0.0196| 0.0447|    1.858| 0.068|    0.693| 0.081| 0.000|15|16.0184|0.0025|14.9711|       |
Gaia DR2 4657682236273247744|084.89012085862| 0.0361|-69.14861983632| 0.0445|4657682236273247744|    0.0895| 0.0395|    1.623| 0.073|    0.490| 0.078| 0.031|16|15.9400|0.0007|14.9352|       |
Gaia DR2 4657682167574165888|084.92399775638| 0.0341|-69.15901074256| 0.0380|4657682167574165888|   -0.0613| 0.0373|    1.713| 0.069|    0.870| 0.069| 0.125|18|15.7811|0.0008|15.4581|       |
Gaia DR2 4657682167574028032|084.91034385739| 0.0262|-69.15014240233| 0.0308|4657682167574028032|   -0.0105| 0.0289|    1.566| 0.052|    0.716| 0.056| 0.000|17|15.4243|0.0019|14.9129|       |
Gaia DR2 4657682167574024960|084.90222682905| 0.0316|-69.14691564834| 0.0364|4657682167574024960|   -0.0006| 0.0342|    1.995| 0.060|    0.621| 0.065| 0.000|17|15.7324|0.0021|14.7944|       |
Gaia DR2 4657682442452077184|085.00556299331| 0.0252|-69.13320444140| 0.0319|4657682442452077184|   -0.0889| 0.0303|    1.693| 0.051|    0.596| 0.056| 0.122|17|14.6302|0.0005|14.4296|       |
Gaia DR2 4657682545531159296|084.97748499660| 0.0381|-69.11115109774| 0.0476|4657682545531159296|   -0.0024| 0.0452|    1.762| 0.072|    0.454| 0.083| 0.174|16|15.6647|0.0006|15.5201|       |
Gaia DR2 4657682511171431808|084.98594408113| 0.0248|-69.12857436585| 0.0315|4657682511171431808|    0.0009| 0.0298|    1.595| 0.049|    0.571| 0.055| 0.000|17|15.1072|0.0005|14.5186|       |
Gaia DR2 4657682579890920704|085.03192477621| 0.0255|-69.11220476165| 0.0313|4657682579890920704|   -0.0090| 0.0307|    1.697| 0.048|    0.582| 0.054| 0.047|17|15.0340|0.0004|14.7315|       |
Gaia DR2 4657682786049275776|084.85982064107| 0.0351|-69.08989012440| 0.0371|4657682786049275776|    0.0041| 0.0381|    1.556| 0.065|    0.934| 0.068| 0.000|18|15.7766|0.0016|14.8200|       |
